,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46
COPS5,0.91159236,-0.27488467,-0.4118856,-0.43679947,-0.5326479,-1.199693,-0.44681403,0.7222058,-0.90744716,-0.91836655,0.2428493,-1.3697944,0.68932474,-0.36651638,-0.9074633,-1.0965331,0.54523647,0.9633884,1.2322804,1.099706,1.0567057,1.4322278,1.3197346,2.3112278
CREB1,3.4233847,1.4880849,-1.7128257,0.4995115,-0.672196,-0.12650672,0.015452691,-0.6328836,-0.7121544,-0.4007961,-3.037274,-1.725345,-3.337137,-1.4996305,-1.89646,-2.204138,1.2345278,1.6307744,0.48063257,-0.42534098,1.3425851,2.0532107,1.7875186,2.7803285
CREB3,1.3383132,1.7370678,-0.59896266,0.6509644,0.084422864,0.4201917,0.16602312,-0.049850654,-0.47460634,-1.015949,-0.7854003,-0.7871766,-0.5346868,-0.033989627,-0.17756188,-0.45289785,-0.085207015,0.26366404,-0.90502703,-0.79655266,-0.9581649,-0.14012982,1.3337189,1.769417
CREB3L1,2.6945572,1.5695978,-0.7811484,-1.0993855,-0.0032143649,-0.02844329,-0.9776399,-0.6383809,-0.48778686,-0.22000895,-0.82664835,0.37601024,-0.35572404,-0.44287127,0.6545843,0.8818254,-0.26296538,0.62357914,1.0317643,1.387655,0.20195977,0.22918285,-0.08066191,-1.8570511
CREB3L2,0.83841807,0.16124348,0.2846267,2.6254768,2.0476172,1.5340334,0.98800963,0.42819348,-1.3049269,-0.6851874,0.30068615,0.17463411,-0.18914855,0.48629078,0.09557865,-0.5967455,0.09885,0.19762091,-0.96885586,-1.2449008,-1.3703345,-0.9043704,-1.0734863,-0.88030434
CREB3L3,-0.25006035,0.9537354,-0.9796169,-0.993957,-1.0532664,-0.5638635,-1.4274093,-1.2643402,-1.3919368,-1.3876694,0.3540986,-0.043608464,0.79398847,1.6234739,1.0744587,1.0528107,-0.6406631,0.53428155,0.46031496,1.0184852,1.1208651,1.3287712,2.2782736,2.8296657
CREB3L4,2.6767209,1.1816067,-1.4862086,-2.0116248,-1.4806126,-0.2456026,0.478117,0.12464714,-1.3141093,-1.2426262,0.8401113,0.3333042,-0.3333987,-2.1091397,-0.80232143,-0.34208378,-0.5361887,1.935309,2.1941798,1.337541,1.3683926,1.1066241,1.960309,1.4944633
CREB5,-1.1697134,-0.5363486,-0.368159,0.26197222,0.47382262,1.3391237,1.6798518,2.0889928,-0.18207222,-1.0013185,0.37748355,1.6020888,-0.30554017,-0.17346475,0.78358346,1.0596179,-0.0011826667,-0.44740558,-0.09296518,-0.21147913,-0.5717787,-0.5449602,-1.0870425,-0.7305889
CREBBP,0.26530626,-1.2799183,-3.0217087,-0.23385152,-0.6968533,-0.7126984,0.28919765,-0.18010773,-0.43156362,-0.9787573,-0.8809936,0.010827619,-0.8655772,0.77546966,0.59238744,0.44415164,1.1638253,2.2561104,0.722898,0.66425365,1.5635496,1.732791,1.1138884,1.6047113
CREBRF,2.5781412,-0.22624853,-1.2849994,-0.38539767,-0.42570296,0.0069211777,0.15085976,0.05654311,-0.36054397,-0.53924584,0.2939924,-0.8892908,-0.52462804,-1.0855659,-0.77008927,-0.88986796,0.06512265,-0.040996425,0.07087952,-0.41530895,-0.4671212,-0.21952204,2.410866,2.8351352
CREBZF,-0.39398062,0.17970385,-0.9559536,0.41334224,0.9021615,0.7425974,-0.624728,0.7050738,-0.88782924,-0.4843524,-1.5517955,-1.2704515,-2.1604471,0.098147735,-0.0146315815,-0.18072586,-0.039460655,0.6587419,1.1005878,0.45325172,1.533483,2.1765125,0.7716077,0.8987993
CREG1,-0.29623887,0.123801745,1.0216786,0.94656706,0.6394829,0.26234186,0.16352399,0.012365408,-1.2325041,-1.323526,0.03316753,-0.40080214,0.361797,0.62036234,0.27837986,0.13078249,0.40874982,0.67355806,0.068569295,0.02708709,0.07271665,0.00076774077,0.21367408,0.723178
CREM,-1.7990378,0.38953814,-0.73821735,0.5540162,-0.21678422,0.77984303,-0.188007,0.4145116,-0.14975794,-0.5395636,-0.872868,-0.3035924,0.016891979,-0.36184275,0.015767958,-0.28059766,1.5748335,1.1194742,0.45706722,0.03589795,0.2736132,0.6095924,0.46086416,-0.066199265
CRX,0.44600093,-0.7017853,-1.1370962,-0.40708563,1.0961962,1.2729211,0.81329966,1.9421233,0.9493392,0.9092414,1.0112201,0.7367594,-0.23309979,-1.1192037,-0.46300274,-0.8418691,-0.8138885,-0.60208875,-0.6259997,-1.3132042,-1.2720429,-1.4332924,-1.1163286,-0.35851297
CTBP1,-0.5711202,-0.4116101,0.53737533,0.95145166,1.4684201,1.1018713,1.0210776,0.55631036,0.26602498,-0.23600182,1.1670822,0.49443287,0.87183654,1.082986,0.43377998,-0.26027516,-0.8349216,-0.8589883,-1.0834881,-0.84337735,-1.079629,-1.349977,-1.3401948,-1.0089684
CTBP2,1.0288523,1.3250567,1.5050434,1.0711261,2.6224105,1.3839027,1.0563505,0.38142824,-1.6921467,-1.8518203,-0.6329813,-1.3435935,-0.959717,-0.14606719,-0.8419324,-0.86577374,-1.2021492,1.1103157,0.8088163,-0.18972401,-0.073361896,-0.3730216,1.052509,0.8676881
CTCF,0.965035,0.41789642,-0.81289756,-0.14709991,1.0019083,1.0678363,1.1226544,1.0935987,-0.9252369,-1.4078486,0.48058003,0.36943147,0.6917685,-1.064869,-1.9673601,-1.2112255,-0.021322526,0.67424625,0.91657037,0.091880046,1.232073,-0.7198201,0.4395688,1.3613137
CTCFL,0.14443858,-1.6644936,-0.75050634,0.76232785,0.4764352,0.7333634,0.9072065,-0.18385085,2.1310215,2.1286154,-1.1328638,-1.4843864,-1.6999953,-1.6477579,-1.1284846,-1.3128157,0.5494246,-0.56598157,-1.2773228,-1.3962169,-1.1496912,-0.5257394,-0.7403019,0.21035223
CTNNB1,1.2128913,-0.72422874,-1.448313,-0.85780305,-1.7862822,-1.712707,-0.7022109,-0.12082051,-2.215989,-1.8690915,0.50568885,-0.014546196,-0.6765653,0.8938812,-0.28780097,0.8750077,0.9868577,0.9447731,1.505192,1.6380377,2.2703562,1.8106521,3.1961925,3.8712626
CUX1,-0.30310875,-2.881382,-3.1129808,-0.9347828,-2.002975,-1.35384,-1.419578,-0.4237757,1.1790006,1.4571652,-0.05388173,0.5333205,0.5969221,0.6493942,-0.28195295,0.422511,2.9502542,1.5918355,0.8422989,0.7690827,0.1773121,0.8465174,0.077264994,-0.66215146
CXXC1,-0.34874994,-0.38001943,-0.49208605,-0.26120338,-0.15946373,0.11740697,0.18968408,0.30693555,0.28228283,0.5090609,-0.16656154,1.2556299,1.1942627,0.84050286,1.4321388,0.7628761,-0.37915742,0.43895835,-0.4668419,-0.29893875,-0.9149903,-0.19502302,-1.5728227,-1.677939
DACH1,0.74640614,-1.2234187,-2.7312794,0.043212146,-0.90013677,-0.09244094,0.48097226,1.1827271,0.8348195,0.81828785,-0.32526135,0.052492037,-0.7118894,-0.67242646,0.47988206,0.7664412,1.1297632,0.77915365,0.92120695,0.39167055,-0.66651016,-0.9254448,-0.8495973,-1.1552577
DAXX,-0.36542046,-2.2760675,-0.81793576,0.06292151,-0.6700644,-0.64145374,0.28323632,0.6815685,-0.818059,-0.87952465,1.9878067,0.5259706,0.9649149,1.1641804,0.92041093,1.4610399,0.9094056,0.5717055,0.12039796,0.24728853,0.3352239,1.3869326,0.4490326,-0.38474816
DBP,-0.30214795,-1.5115677,-1.5474795,-0.30979118,0.101502776,0.024475338,0.7003097,-0.16652942,0.6781794,0.40169713,-1.401437,-0.034763083,-0.026415825,-0.15217885,-0.20361198,-1.2436647,0.8546888,0.9166668,0.6557415,0.83963364,0.35658503,0.16366656,0.23891309,0.42299652
DDIT3,4.2936416,2.7615075,-0.74716175,-1.485336,-0.7790056,-0.94559616,-0.25851357,-0.7721167,-0.13069654,0.13628313,-2.1309378,-1.6087059,-0.86103505,-1.365974,-1.9275185,-2.1443756,-1.3277409,0.2418927,1.239111,0.83731294,0.9713035,0.7139084,1.5269549,2.1520205
DDX5,-0.002812717,0.5694634,-0.47010726,0.3958691,0.63895607,0.15081502,-0.48019403,-0.33268178,-1.1000261,-1.4269234,-1.3887988,-1.2854329,-1.0132276,-1.093783,-0.7559736,-0.25236216,0.32513204,1.979954,1.7470421,1.0637436,1.6636769,2.0011787,2.3114896,1.00875
DEAF1,-0.8263562,0.43137774,-0.7859233,-0.8478601,-1.6395617,0.036014892,-0.65826625,0.54368424,-0.91203576,-1.5442479,1.55633,1.2786216,0.3855178,1.9371606,0.51653683,0.027636025,-0.5397073,2.272514,2.5013857,1.3436449,0.30914998,1.0175332,0.5466319,0.2848238
DLX1,0.021154862,-1.1652389,-0.6886994,-0.13443877,0.36056602,0.6230489,0.995566,-1.3765076,-0.19627565,-0.6071779,-0.40618593,-1.7652322,-0.9205074,-1.1875871,-0.33261678,-0.0074076247,0.097860046,2.0685756,2.8068247,1.6164646,-0.5913537,-0.09222622,1.5554998,1.637506
DLX2,0.6275639,0.0020379291,0.532284,-0.56731296,-0.49421707,-1.2965202,0.39764124,0.0126383295,-0.19991212,-0.3985518,2.3699381,-1.3952004,-1.0370845,1.2331464,-0.8587567,-0.5801561,0.5789846,-0.07581237,0.5936157,0.6055829,-0.18104626,1.0654942,0.4987434,0.41150796
DLX3,-1.1151937,0.5111635,-0.5352715,-1.3479234,-1.9093074,-2.0878928,-1.7654796,-1.6715318,-0.33594012,-0.5686508,1.8602362,0.8579853,0.9563483,1.3882186,0.40141213,0.5856762,0.9350566,-0.16706733,0.58026004,0.165987,0.2247629,0.7848426,2.1578228,2.4184115
DLX4,0.30757928,0.32235444,-0.9349465,-1.2595308,-0.3615665,0.047156658,0.7652506,0.3749995,-0.5698203,-0.52820426,-1.3061738,-1.3821496,-2.6311438,-1.7749771,-0.34015086,-0.12004415,0.26177138,1.6273091,0.39182523,1.1429152,0.9236943,1.965877,1.9386165,2.3372278
DLX5,0.44150484,-0.41896504,-1.7181509,-0.081197955,-0.15595943,0.6031278,0.21625677,0.4821022,-0.9515892,-1.4563226,0.20532632,-0.94702905,-0.30934143,0.07801199,-1.1466042,-0.54574853,0.35554126,2.3392332,1.6651143,0.4316033,1.1650199,0.8745811,1.9364458,1.9901716
DLX6,1.9963034,0.35125992,0.54748315,0.18131234,1.0162305,0.96924585,0.96492475,1.4625796,-1.5659304,-1.549667,1.3196045,-0.8565831,1.5723244,0.57345694,-0.51861715,-0.4259853,-0.26943,0.10109183,0.92471474,0.43127504,0.28180173,-0.47692722,-0.6993929,-0.5519163
DMAP1,0.053394053,-0.31350642,-0.4738689,-0.52398944,0.95482963,0.17213692,-0.5711914,-0.3228149,-0.3222183,-0.2847485,-1.0803334,-1.4670546,-0.19943814,-0.82982063,0.25591627,0.27724373,0.14749818,0.5523411,1.0233092,0.22499011,0.4934381,1.6136794,1.483719,0.5631
DMBX1,-0.081017524,-0.3834723,-0.41122288,-0.5296028,-0.34245157,-0.08541616,-0.3757596,-0.40092304,1.402773,1.3200008,-0.42944583,-0.29246625,-0.13778612,-0.6569483,-0.62454176,-0.76149815,0.022562517,-0.19239892,-0.2886066,-0.28372663,-0.370813,-0.22441563,-0.19884716,-0.048447553
DMRT1,-0.22019358,-1.8689111,0.06130631,0.78214025,2.4312134,1.871776,1.5135475,0.15090501,0.6178074,0.39733005,-1.6799358,-1.3995686,-1.153025,-1.166247,0.05656498,-0.38969773,0.075004816,-1.6949508,-0.42658827,-1.0842777,-0.1076605,-0.6039742,0.06920801,0.55947685
DMTF1,3.9280972,0.11623139,0.04331328,0.6324574,0.07523598,-1.0273117,-0.7579661,-1.6073723,-0.78241634,-1.0278431,-2.6272447,-2.2865865,-0.717202,-0.42958334,-0.24580643,-1.0034786,0.35827553,0.9316305,0.37380138,1.067613,2.0607083,1.2569294,1.4646342,1.7393163
DNAJC1,1.5990777,-1.0970459,-1.144721,-0.7981774,-0.4032599,-0.42205906,0.3757457,0.49945748,-0.24822128,-0.2993665,0.25501373,-0.9283231,-0.6448481,-1.1690967,-0.8535728,-0.88764024,0.12490614,0.014630028,0.6450723,0.38546762,0.26868814,0.35040322,1.2825061,3.4249392
DNAJC2,0.025394252,-0.94170564,-1.022573,-0.014715282,-0.54881537,-0.41436413,-0.66899234,-0.4248577,1.0870507,1.2456009,0.5776979,-0.03013553,0.18172684,-0.94837636,-0.643833,-0.90202826,1.2030393,-0.39187923,-0.08363,-0.07006755,-0.1682203,-0.33271512,-0.1822906,-0.20289783
DNMT1,-0.21050607,-0.7966748,-0.84509873,0.6908066,0.98213583,1.1862843,0.06368443,-0.40713358,-0.9164094,-0.44360462,-1.6090577,-1.2149259,-1.0728807,-1.0106888,0.049211953,-0.20542228,1.1539568,1.6641674,1.1254847,-0.12250424,1.1301681,0.8626537,1.2254075,0.5409435
DNMT3A,1.843353,-0.14150983,-0.33663028,0.46973315,0.7198135,1.5480655,1.1112882,1.5411875,-0.651517,-1.1858402,0.81247324,-0.65160036,-0.4795709,-1.4821551,-0.42054942,-1.1790441,0.34172055,0.11469647,0.17174552,1.1191678,-0.60601777,-0.8535141,-0.11292534,0.4546608
DNMT3B,2.4930634,-0.74286664,-1.7078862,-0.47485387,-0.3741022,0.81657386,0.18069696,-0.27487424,-0.20023605,-0.03940745,-0.21706091,-0.9816297,-0.20945087,-0.6881951,-1.1739681,-1.8880875,0.59981203,1.3874357,0.9245218,1.1140528,0.62340546,0.49360985,0.56573796,0.8030803
DNMT3L,0.70670545,-1.7396343,-1.7494452,-1.3694057,-1.8403333,-1.6235465,-1.0599613,0.39279845,-1.0075657,-1.1938696,1.5308491,0.5588448,0.81560683,0.410069,0.846056,0.75705767,0.47607777,1.8860925,1.5026406,2.0211284,1.8907591,1.3199011,1.9188298,1.480388
DOT1L,1.5877187,1.0397794,-1.0618831,-1.049616,-1.934793,-0.21784143,-1.0008749,-0.67088664,-0.12940417,1.0453693,-0.7075544,1.3018031,-0.89913654,0.75967973,0.032544844,-0.35650685,0.70937616,0.4359805,-0.7950007,-0.8428907,-1.1522849,-0.33095384,0.20164403,0.8333467
DR1,-0.095678635,0.8161267,-0.5710579,-0.34879094,-0.23750274,-0.47522765,-0.13398285,-0.93713474,-1.1884426,-0.5110254,-1.5442675,-1.3899075,0.6624354,0.21187614,0.033384755,-0.6911826,-0.038751874,0.9930096,0.5874243,0.77655494,0.8874535,0.36085153,2.5496213,2.6781657
DRAP1,0.43847328,0.14816403,0.6667066,1.0139498,0.975358,0.90817,0.3571374,0.6664276,1.5991021,0.17227858,0.0036195382,-0.72197485,-1.4871756,-1.450486,-1.2101445,-0.49832836,0.38556448,-1.6685972,-0.8086934,-0.5183811,-1.0802771,0.3278791,-1.2394515,-1.4201314
DTX1,0.19723767,-0.08288071,0.78669465,-0.14731626,-1.6493679,1.019076,0.73662597,1.0966034,-0.40055585,-1.3092177,0.9093945,0.19394779,1.4299947,-2.7955644,-0.5016906,1.142233,-1.6949161,-1.6469818,1.3050635,-0.6916908,0.8081318,2.7043874,0.5383378,1.1780256
DUX4,-1.2186961,0.289101,0.4273397,-0.39852783,0.21580249,0.36320078,-0.043589804,0.85573345,-0.5365823,-0.92921394,-0.22768646,-1.4305431,-1.0294051,-0.9881189,-1.1238611,-0.7853031,-0.31437156,0.9055596,1.3402392,1.7020998,0.7879966,0.98447716,1.9157481,1.9769634
E2F1,-0.7535579,2.4205313,1.3337563,1.5971274,1.1819333,-0.1432478,-0.86820215,-3.1422775,0.5939802,0.9081187,-2.3008919,-1.5997368,0.4577008,2.339817,-0.13104463,-1.2639594,-0.6279369,-0.96676934,-2.4808736,-1.1428963,-0.60204875,-0.34670776,-0.29266536,0.5669879
E2F2,-0.6639863,1.7537621,1.307215,1.5073178,0.527882,-0.8819101,-2.131605,-2.7456653,0.31217578,0.30495155,-2.9489827,-0.83035403,0.82236034,2.2301404,0.41259536,0.086106,-0.029831275,0.29251218,-0.39019915,-1.1775038,-0.42742565,-0.20332244,-0.42319658,0.4098303
E2F3,-0.021672776,1.3974651,0.19169259,-0.17775638,-1.0123506,-1.7620435,-2.8380232,-3.7054417,1.1005261,1.1691215,-2.0508292,-0.65451884,0.564092,2.1228907,0.3762773,-1.1587439,0.12022574,-0.20530394,-0.59149724,-0.5558357,0.22217372,0.67140675,0.27167952,1.7863973
E2F4,-0.3431404,1.9329749,1.403938,0.81412816,1.741201,0.3876034,-1.3587013,-1.1257218,0.5832972,0.7881002,-1.7919747,0.19896556,0.29699272,1.4153607,1.5431411,1.1364763,-2.3165455,-1.3973343,-2.0675468,-1.421661,-1.539788,-1.5539358,-1.1989491,-0.6331124
E2F5,0.85963315,3.338038,2.3584013,0.67785186,0.20174783,-0.5195482,-1.8027997,-1.2757206,-0.78918076,-0.74993235,0.1542071,0.7691779,3.2152617,2.5771208,-0.061390214,-0.09981399,-0.84078467,-1.1722063,-0.5582485,-1.9949706,-0.5753399,-1.2763196,-1.3042611,-0.34881598
E2F6,0.6259268,1.2789297,0.5547743,0.5616143,0.50024945,-0.065152496,0.8130023,-0.33572885,0.473563,0.4138045,-1.783386,-1.4866345,-0.98301613,-0.18230957,-0.22864175,-1.3045715,-0.50795794,-0.23242092,-1.0972012,-1.2734894,-0.39273083,-0.41844893,0.22106545,0.9971176
E2F7,0.2934683,-3.0576954,-2.5655816,-1.6538756,-1.0331062,-0.32196215,1.5284941,1.6263511,1.2410704,1.3945917,2.4352317,0.5663136,-1.1360285,-1.6340058,-0.62270445,0.1467143,0.59974533,-0.06589749,0.56044054,0.33209854,-0.24978298,-0.5632236,-0.62166387,0.5527087
E2F8,-0.26522076,-2.7113025,-2.843878,-1.6869264,-1.102694,-0.634615,0.2634103,0.5238723,0.40974817,0.46321797,0.6707442,-0.5300355,-1.9069867,-2.2182856,-0.7681605,-0.11490853,0.7610577,1.5328642,1.9406796,1.92711,1.550149,1.1178184,1.8452992,2.5620272
E4F1,-0.2250703,0.29219565,1.0733992,0.8010748,1.3667469,1.0512822,0.6250648,0.5830834,-2.136951,-2.3100295,-0.63907677,-2.3337672,-0.71556145,0.002249367,-0.3382024,-0.054369397,0.64940447,2.644155,2.1823382,1.1787537,1.8146105,1.4396051,1.0877376,0.017376924
EBF1,-1.609342,0.5905987,1.5849148,1.4456156,-0.609167,-0.009088313,-0.7629877,-1.185589,-0.87009937,-0.6054337,-0.15433575,-0.7243338,0.2803936,0.9169109,-0.3335704,-0.71273416,1.1291054,1.415224,0.22200929,0.46042114,0.9620715,0.8334658,-0.39564642,0.24970074
EBF3,-1.1704907,-0.019999497,-0.8419055,-0.4888073,-0.98665655,-0.8906825,-0.23192184,-0.21828687,1.7778803,1.0847735,-0.90994257,-1.0027971,0.003814176,-0.91945267,-1.1047765,-0.97158843,1.2310838,1.3177991,-0.29997826,0.14451808,0.10018212,1.2897868,-0.025038496,-0.53309876
EGR1,1.1317674,1.9813972,-0.64047813,-0.38333517,-0.08983767,-0.12725607,-0.30300358,-1.048357,-0.39542055,-0.41285068,-2.4979692,-2.8888495,-3.1542714,0.05636458,-1.8421803,-1.7968588,1.8628689,0.6458354,0.301693,0.8245736,0.6908477,1.9975551,1.5161369,3.1010203
EGR2,1.1183592,2.6282978,-0.27887902,0.1175385,-0.18967795,0.43732718,0.21599169,0.35328478,-1.4122579,-1.7744424,-1.5983281,-1.0053151,-0.36870906,-1.2528476,-0.18687066,0.23412773,0.10666938,-0.3438865,1.0520586,0.14556968,0.52792436,0.7236946,1.5921603,2.0527236
EGR3,1.1458584,1.07252,-1.9999346,-1.7037075,-0.52104545,0.29775047,0.7016381,0.991786,-0.19672363,-0.8110719,0.1044227,-0.821784,-0.7521111,-0.8959795,-1.0850984,-0.8712431,-0.81624246,1.4733844,2.0153282,0.7270287,1.9197612,1.0249975,1.145131,1.1954297
EGR4,-1.1700902,1.3464781,0.9608639,1.2958335,0.85069156,0.57729065,0.811003,-1.2055383,0.8701481,0.050963446,-2.2716098,-0.92021793,0.13637562,1.2131757,-0.3517984,-1.3224994,1.2591019,1.2187414,-2.0319283,-1.1315167,-1.2028426,0.15201083,-1.0783646,-1.1097685
EHF,0.69699913,0.7184107,-1.7742896,-2.436582,-1.4797053,-0.80506384,-0.41096509,-0.5852222,-0.4170345,-0.26005158,0.76929086,1.7289474,1.1977366,0.79707336,0.50923973,-0.11660057,-1.2992117,0.99036556,0.19352883,1.3453138,0.8122402,1.3611294,1.0306488,1.0061193
EID1,5.051173,-0.035261687,-0.08311632,-0.25360468,-0.15828408,-0.18800466,-0.19316964,-0.15576553,-0.2852726,-0.29439542,-0.22703408,-0.33108702,-0.25033873,-0.44594473,-0.46090522,-0.46015427,-0.30768338,-0.3842176,-0.17207885,-0.20916058,-0.17712681,-0.17498009,-0.0011620278,-0.102373965
ELF1,1.1802443,1.0930575,-0.44482598,0.3419983,0.58082116,2.3820243,0.9129693,0.31582326,0.33147988,-0.12661734,-1.4235799,-0.5115929,-2.5246534,-1.5394042,-1.1337887,-1.2839737,-0.48120326,0.662475,0.4322207,-0.8964317,-0.6571987,-0.68886894,0.64741105,0.29903004
ELF2,-0.16840461,-1.0501876,-1.2388197,-1.6232831,-0.91789234,-0.6395767,-0.73761225,-0.17252047,-0.1411347,-0.034792427,-0.04275688,-0.22869684,-0.64059025,-1.0979881,-0.37341145,0.363452,-0.36359817,1.5849864,1.0254012,3.4289153,1.6686653,1.3131539,2.1877756,0.81818485
ELF3,0.99769187,-0.63391393,-0.27028656,0.63828856,-1.4150125,-0.45361844,-1.0083053,-1.1246808,-0.7034939,-0.8157702,-1.0491759,-1.7438321,-0.4045743,-1.2779641,-1.0584124,-0.30364004,1.9263752,0.6759262,1.6466138,0.885556,1.9440513,2.4622688,1.7033029,1.5360521
ELF4,-0.63783365,-0.30116254,-0.91764873,-0.48287877,-0.71615356,0.2403068,-1.6271673,-1.5996429,0.8784918,0.6851532,-1.1038071,-0.35873333,-0.50933504,0.12622261,-0.2766937,-0.80901545,1.4129518,0.055177044,0.24174659,1.7563677,0.30703327,0.80387366,0.46496725,0.3005476
ELF5,0.031296264,-1.8297259,-0.86121947,-0.2953991,0.6684797,0.3929545,0.5083559,0.91736585,-0.6181361,-0.63998055,1.0855615,-0.54838455,0.22543308,-0.29926443,-0.39602554,0.10983472,1.1507356,0.6646147,1.3220707,0.93002045,0.61491346,0.88000643,0.37028694,-0.37341166
ELK1,4.084389,0.82723457,-0.78302103,0.34786555,-0.97400326,-0.26057774,-0.20372339,0.5644084,0.13182105,-0.24701504,-1.8307549,-1.8227897,-1.58316,-1.818828,-1.9371488,-1.7868602,0.84463227,1.5843654,-0.5070334,-0.024745576,-0.37429145,1.16185,1.1205242,1.1982298
ELK3,0.14992389,0.11316512,0.6391027,0.25189507,1.3311365,0.7542816,0.3544539,0.34556276,-1.0380384,-0.699654,-0.8625292,-0.83869624,-0.4696478,-0.9572272,0.26369587,-0.071418166,0.01543467,0.44897687,-0.19118911,-0.19773403,0.6851351,0.19815515,0.49497196,0.8739816
ELK4,5.8703785,1.255076,-0.18560322,-0.87905,-0.6032053,0.23985447,-0.79095536,-1.1150274,0.47230592,0.16892628,-1.468847,-1.6019319,-0.9049168,-1.8882712,-0.98601043,-2.132047,-0.82597655,-1.0971184,-0.92945755,-0.5023062,0.43123248,1.1686418,1.8995619,0.8283889
EMX1,-1.100297,0.4057328,0.00381516,0.6592289,-0.17278239,-0.39199075,-0.754701,-0.77859974,1.0405979,1.2964398,-0.8572554,-0.58285135,-0.32459244,-0.54075015,-0.6285183,-0.80667114,0.9567774,-0.2054136,0.01409698,-0.4654214,-0.27287623,-0.27190673,-0.41652253,-0.47763017
EMX2,1.5394725,-1.3774471,-1.6509279,-0.52953035,-0.3486023,-0.0041029104,0.17764632,1.0623004,-0.5724961,-0.6803346,1.5090019,-0.112543456,0.6356017,-0.15253162,-0.31681073,-0.06190342,0.8252567,1.0162067,1.4441142,1.0821788,0.6047276,-0.027494336,-0.16779268,0.13549566
EN1,-1.211792,-0.8279591,-0.08134263,0.15024276,-0.17462242,1.1845744,0.1918497,0.69998,0.39864698,-0.19677815,1.1855369,0.74244887,-0.8081603,0.72799826,0.32459533,0.6571642,0.03934453,-0.27918246,-0.87486553,-0.30951348,-1.9433838,0.118245155,-0.4134508,0.28557685
EN2,0.14448553,0.15595506,0.03141881,0.084198505,0.9896531,2.7696924,1.2143064,1.5565213,0.19452743,0.14698102,-0.54365325,-0.049420446,-0.23462956,1.8626195,-0.4624395,0.4347684,-0.36152098,0.44348377,0.5452555,-2.1385808,-0.46659294,-2.2745392,-2.4220023,-1.930821
ENO1,3.336956,0.90664,-0.0059814313,-0.8958426,-0.6199671,0.6626451,-0.011120939,1.3731258,-0.9787836,-0.92740977,0.9531183,0.29473966,0.29432252,-1.5780784,-0.6534736,-0.06707457,-1.60929,-0.6974106,0.99270433,-0.03616318,0.48518234,0.9471453,0.060710516,0.5527136
EOMES,-0.9058469,-1.7293296,-0.9333593,0.37835988,0.88808995,-0.44811833,-1.2152604,-0.7747029,0.12712266,-0.2456813,-0.6223751,-1.1476326,-1.5881959,-0.067959785,0.21577999,0.4462801,0.4563854,0.5817849,0.6562271,2.4201586,1.7196003,1.7603014,1.2918539,0.45550838
EP300,0.6305881,-0.40256876,-0.7903464,-0.5236928,-1.3060192,-0.64953333,-0.55004513,-0.9011695,1.6795274,1.377619,-1.5471711,-1.0574415,0.4222811,-0.63100094,-1.0001885,-1.9598951,0.75933075,-0.20639043,-0.119947106,0.808557,0.36848393,0.5673558,-0.05808925,0.4483416
EPAS1,4.394192,1.6912869,-0.32514557,0.29135102,0.5366406,1.7969904,1.6780844,1.3478268,-0.6501772,-0.99953866,-1.0291102,-1.3776734,-1.5197971,-1.3399864,-0.8414487,-1.8969271,1.3974015,-0.70325464,-0.6890816,-0.44613874,-0.3451474,-1.3437212,-0.69054496,0.17405796
ERF,3.712412,2.063636,1.1898392,0.80415,0.9171915,0.68633854,-0.2499059,-1.3292407,-1.5906858,-1.6647536,-0.5319963,-0.94141823,-0.6068987,0.74901384,0.8468291,-0.28758729,0.10766386,0.14060321,0.40279573,-0.47523072,-0.640823,-0.021216676,-0.33683807,-0.12261653
ERG,-0.34549677,-1.0095425,-0.8556936,0.49861786,0.9517274,0.866622,0.0048683956,1.4566393,0.72188294,0.6772211,-0.33560437,-1.5255069,-1.8252692,-1.1360766,-1.2071731,-0.3073707,0.4736021,1.3337355,0.41849324,-0.36093056,-0.52069694,-1.0353498,0.34178707,0.069849886
ESR1,-0.20873314,-1.365026,-3.1364686,0.5553209,1.4147031,2.1288059,0.98568076,2.364646,-0.601832,-0.47721758,-0.5135,-1.3485743,-2.3607008,-1.3539965,-2.4679537,-1.5374414,2.1755786,2.6863256,1.8463775,1.2007403,0.18230315,1.5720122,0.5241156,0.24266672
