,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46
MTA2,1.0587329,0.74972874,0.5503807,1.4180672,0.25384286,-0.27373144,-0.90618074,-0.49334332,-1.4075266,-0.63770413,-1.1775541,-1.0604763,-0.20886199,0.26219165,0.4515177,-0.4795971,0.08341842,0.067318626,0.40091696,0.27431813,0.41594774,1.0618333,0.6716613,0.7343844
MTA3,-0.6224045,-0.36041722,-1.7014579,-1.8106579,-0.5677167,-0.580793,-1.0184652,-0.5942952,1.292427,1.6792904,-0.09401978,1.2483803,-0.3688862,-0.5658621,0.3504243,-0.5650991,-1.5477877,-1.1042858,-0.18176922,-0.044549175,0.49508193,0.15880947,0.9928297,1.4372936
MTF1,-1.5403382,0.9112941,-0.05639947,0.09283986,0.4258309,0.51278603,0.86273336,0.19596162,-0.3084461,-0.15140834,-0.28425887,1.7012006,0.097044386,-0.15864553,0.35148785,0.48132196,-0.5307167,-0.8355325,0.92494684,-0.3230648,-0.25441688,-0.10980758,-0.4009991,-0.8357613
MTF2,0.31253836,1.5421311,1.3479277,-0.61806357,0.6583332,0.9484746,0.527602,0.49343345,-1.953474,-1.0312657,-0.12528965,0.61269146,0.71811414,0.45670116,1.2345088,1.0558233,-1.3279381,0.060367912,0.33968124,0.4466043,0.5816407,0.47833878,-0.16708282,-1.3438343
MUC1,-3.5524752,0.1770117,-0.42277747,0.3955414,0.49193874,0.22519708,-0.22294565,-0.09368691,-0.50190675,-0.7239577,-0.75304025,-0.5964641,-0.58045757,-0.527142,-0.2408354,0.14044602,0.45859072,1.6788137,1.421215,0.9548573,1.3657562,1.5425645,1.7216519,0.79475164
MXD1,0.8049969,-0.81602883,-1.6314973,0.11329443,0.13191636,0.31119958,0.6178194,0.1192495,0.0042421427,-0.16378282,-0.8004016,0.14716819,-0.11128527,0.8341223,0.59753513,0.2717388,0.2649542,1.1452256,-0.6293315,0.84928125,0.27380964,-0.46779898,-0.51000756,-0.2598729
MXD4,1.8810962,0.19774702,-0.30175918,1.0514891,0.52710754,1.3575041,0.67187554,0.54061675,0.6077117,0.79285944,-0.6379234,-1.0568353,-0.4741395,-0.023264095,-1.5457813,-0.23220217,0.8706156,-0.10085665,-0.4070685,-1.4275719,-0.52756387,-1.8883275,-2.01452,-1.661685
MXI1,2.6591003,1.567446,0.023260623,-0.67264193,1.499242,0.3962687,0.83272034,0.4291434,0.6829919,0.12003376,-0.9383935,-0.99717236,0.24957316,-0.23495466,-1.0865041,-1.3750641,-1.1542236,-2.1771572,-1.5980554,-0.58401257,-0.546256,-0.19601266,0.04845289,0.042222716
MYB,-0.043975428,0.19683689,-0.3848197,-0.55722487,0.5655824,1.2817016,0.6474181,0.24053042,0.45350775,0.19968025,-2.1043983,-1.2924118,-2.8560054,-1.9018499,-0.1469522,0.45980236,-0.92399466,0.27168608,-0.20360383,-0.26673347,-0.3915662,0.6291171,1.1366479,2.0108454
MYBL1,-0.04701247,-0.35332617,-0.26730996,0.97971314,0.79199666,1.2805043,1.2140853,0.9342995,0.78497934,0.39323086,-1.2461649,-0.21069631,-1.9905666,-1.3593401,0.2757971,0.44393963,0.5438657,-0.124439925,-0.79530853,-0.9107897,-1.2809315,-1.243955,-1.0003731,-0.7201963
MYBL2,-2.2705936,-1.7997105,-2.8333228,-0.54432935,-0.6674637,-0.6828726,-0.8599781,-1.044361,1.8112762,1.6444188,-0.31855187,1.4506418,-1.8401045,0.877487,1.2954183,0.5860512,1.440347,1.2328006,-0.4477897,-0.38612834,0.2511831,-0.6534173,-0.4805823,-0.03873752
MYC,3.644543,0.8680701,-3.2258632,1.8292596,2.2315803,5.754131,4.2327595,4.6883683,0.9886122,0.050538756,-0.33729017,0.6790284,-3.177666,-1.1850007,-1.1449172,0.8044024,0.50375926,-0.063805155,-2.8143656,-3.6146607,-3.791265,-4.5655384,-4.047178,-3.932386
MYCL,1.4856379,1.3121945,0.8820967,-1.7414593,-0.49280074,-0.48320442,0.32174575,0.14626837,0.8200757,0.88464314,0.40363017,1.4264791,-0.91781914,-0.29278392,-0.15182827,-0.9017363,-1.6862397,-1.1395853,-0.22796898,-0.57383084,-0.3778937,-0.6651754,-0.9593903,-0.38587233
MYCN,-0.8424883,-0.24973485,-0.10298462,2.4244905,1.6027261,1.1546506,0.495204,0.5222334,-0.57331634,-0.82937336,-1.2280331,0.04764132,-1.1782185,1.0310787,1.6758095,2.8486478,1.0175143,0.7225641,-1.710465,-0.9233106,-1.4535679,-1.0160445,-1.7018075,-1.3440456
MYF5,-2.1268969,0.7136557,0.26526877,0.92777866,-0.54530644,-0.12074847,-1.3263032,-1.4839015,-0.43038654,-0.8980145,-0.78235143,-1.0887008,-0.16190566,0.60865563,0.13606846,0.6728582,1.5648519,1.1187936,0.34577677,0.40016848,0.67394954,1.088793,0.7168733,1.3780341
MYF6,-0.60132813,0.06378691,-0.9441632,-1.6272361,-0.78592587,-0.8342518,-0.8585433,-1.2122349,0.7470715,0.87075937,0.36361033,0.62718,0.65317726,1.6426911,0.05756885,-0.63408244,-0.1027886,0.61698306,-0.33177507,0.44411972,0.19772032,0.49671075,-0.38643762,0.6141107
MYOCD,0.074472636,2.9391968,0.80355465,0.7295956,-0.7472291,-0.5973249,-1.2125001,-0.986433,-0.6509743,-0.9127962,-0.5714061,-1.4649314,-1.4570003,-1.8189827,0.054201867,0.009612678,2.281619,0.063558325,1.0047258,1.3956366,0.32670784,0.3354144,0.68276066,-0.12144078
MYOD1,-1.3343403,-0.24339254,0.3206688,2.2964132,-0.3991003,-0.095846824,-1.7817562,-1.69484,-0.7685098,-1.1112981,-2.9952738,-2.2187555,-1.7710122,1.0141178,0.040481076,0.0916504,3.0331345,2.2186365,1.0854987,0.908307,0.84499204,1.8602681,1.136704,1.2765675
MYOG,-0.3260139,-0.50194645,-0.3749778,1.1323975,-0.035684757,0.8974079,-0.53441995,0.16189091,-0.13813351,-0.47860435,-1.6724565,-2.6412752,-1.8181096,-1.8730006,-1.382983,0.9489144,2.5979714,1.9605241,0.55306286,0.6884303,1.4122065,1.1646645,0.22685553,0.111533836
MYRF,-0.2653353,-2.0671234,-2.420694,-1.2254837,-1.103039,0.9313533,1.379996,2.9053104,1.387346,0.81790614,0.6682478,-0.9275503,-1.2346395,-0.35329685,-2.0165367,-0.88483804,0.12875026,0.3649922,1.0811442,1.8357518,0.82759607,0.5276587,-0.30096456,-0.39913127
MYT1,0.86500615,0.58681405,-0.51967734,-0.034346666,0.58073217,0.6228328,0.33561823,0.26600835,0.46877578,0.35971352,-1.3964938,-1.5372516,-1.9854326,-1.8780922,-1.5955869,-1.4592341,-0.08896865,1.5110633,0.43071988,0.81700176,0.28723514,0.11398868,0.6682477,0.37768987
MYT1L,0.07626208,1.8212429,1.5051631,1.0865368,0.867236,0.30255485,-0.4003893,-1.30142,0.33413792,0.37009946,0.31325442,0.9771376,0.659995,-0.21417122,1.0277474,-0.11054581,-0.21131402,-0.49534264,-1.7256523,-1.3320627,-1.1506472,-0.6873913,-1.8713119,-2.6192641
MZF1,-2.5411685,-1.2491567,0.50548744,0.27450907,1.6709834,1.3185318,0.99866706,0.51953286,0.41449103,0.35815656,-0.4294533,-1.0446123,-1.7319709,-0.8649148,-0.5355526,-0.24461068,0.33628666,1.3196533,0.4101091,-0.76950896,0.69438434,-0.044833228,0.11042971,-0.3546541
NAB2,-3.0776615,-0.2847708,-0.2486338,0.33781263,-0.67191315,-0.6755231,0.057604842,-0.8198783,0.64261496,1.0460292,0.16897157,-1.1310842,0.019196164,0.03556729,-0.44247684,-0.2858399,0.81922746,0.22721878,-0.2762965,0.3004223,-0.07877411,0.2792709,0.52022535,1.0898482
NACC1,0.27105618,1.0948472,0.6816952,1.900534,0.49294853,0.9757741,0.49727738,0.08451729,-0.63450676,-0.8825153,-0.3812586,-0.60156816,-0.9864356,-0.029575758,-0.12593675,-0.47702166,1.3239168,-0.38066155,-0.90984124,-0.57466507,-0.6289289,-0.7533412,-0.23888963,-0.05062282
NACC2,0.92843735,0.030217554,0.4612359,0.8623859,0.5929896,0.2681378,0.7287203,0.36364606,-1.2522163,-0.992563,0.11111107,-1.2823346,0.813359,0.20038824,-1.0059953,-1.0419147,0.4213973,0.8510605,0.8677224,0.068582684,0.67062664,1.371211,0.22263148,-0.24968098
NANOG,-0.40910268,0.29546532,-2.0343692,-1.1381431,-1.531578,-1.1887041,-1.5162139,-1.2959995,0.8696986,1.4606571,-1.2951939,-1.4008704,-0.90303785,-1.2528924,-1.4275074,-1.2082893,0.8464432,-0.20943554,0.7336569,1.0654404,1.2121996,0.8887978,2.0741704,3.0905297
NANOGP8,-6.621092,-1.5342216,0.63077235,0.5508829,0.33934304,0.09897001,0.32665125,0.657464,0.3531884,0.43940496,0.26772347,0.20213585,-0.10862001,0.7148508,0.46962532,0.7422101,0.7088076,0.5281114,0.11795652,0.45671332,0.4118113,0.4634755,0.40915295,0.04852547
NCOA1,2.586761,1.4125667,-2.438081,-0.593859,-1.1583999,-1.4395179,-0.76206106,-1.0616,1.4599823,0.8654953,-1.0772381,-0.016583646,0.09331508,-1.2846539,-1.1732599,-1.8063154,0.42934135,-0.05781263,-0.13466099,-1.3796886,-0.22740413,-0.75549334,0.5958441,2.2081032
NCOA2,-0.48221493,0.2717877,-1.01192,0.7826694,-1.4573425,-1.1927077,-1.7041528,-0.7979264,0.15670577,-0.25563982,-0.52443963,0.19953623,0.6592045,-0.23441544,0.6666416,0.73047096,2.176749,0.45285895,0.51829135,-0.5096555,0.53849846,-0.06780886,-0.15773053,0.7539231
NCOA3,0.67233765,0.33390343,-0.99784344,0.4203975,0.09273315,-1.184235,-1.3378981,-0.7338355,1.1643953,0.76240575,-1.1493126,-0.99523,-0.34339237,-1.071158,-0.65914655,-0.11381867,1.0193254,0.42878848,0.117820635,-1.0882586,-0.045855045,0.57866555,-0.112416506,0.116849
NCOA6,-0.11392242,0.047596235,0.6205468,1.9504567,1.761847,2.2531621,1.0226792,0.1731678,0.5830736,0.06532971,-0.5072887,-1.4762679,-1.4918853,-1.0398251,-1.0916321,-0.81872195,1.2233429,-0.8793249,-0.8221944,-1.2030077,-1.3712244,-0.64986473,-0.9129715,-1.0147659
NCOR1,-1.1770967,0.82222295,0.8777091,1.0179304,2.0842257,2.8244553,1.7251307,2.0871723,1.2294197,0.659974,0.26993486,-1.0489688,-0.8472337,-1.252296,-1.3550001,-1.8774823,0.21263143,-0.035762098,-1.0232186,-1.9993826,-1.7342246,-1.8203293,-1.9816729,-2.2515695
NCOR2,-0.9438745,1.3879896,-0.6874588,0.5658392,-0.48523352,-0.1959524,-0.15309742,-0.408108,1.5925025,1.1894368,-1.6733243,-1.4379404,-1.4920272,-1.2740928,-1.2194307,-2.1847372,1.8459069,0.6878844,0.008846965,-0.3039555,-0.6251139,-0.69389087,-0.2618295,0.3530782
NDN,-0.51824033,-1.3761259,-0.21480866,1.0220443,0.6685696,1.8052309,2.3153384,1.9735612,0.7809161,0.09810062,-1.0554686,-1.2239461,-2.6442974,-1.70527,-0.9073187,-0.35362488,0.9460825,-0.0014936082,-0.62376964,-0.843925,-1.0796078,-0.7039792,0.12658828,0.2603657
NEUROD1,-1.1081506,-0.17901708,-0.56707954,-0.24727568,-0.22149421,1.1722445,1.5954611,0.97732997,-0.072608255,-0.20436327,-1.2940038,-2.3493757,-0.8880918,-0.3998679,-2.6765354,-1.8522301,0.8539834,2.5390975,0.57362187,1.1455216,1.11937,0.8282479,1.906557,0.78008413
NEUROD2,-0.5367905,-1.4690245,-1.5409008,0.092680424,-0.27410468,0.091121785,0.52970743,0.9285774,-1.6079248,-2.0526288,-0.05134795,-1.0816306,0.86494094,1.7463343,0.20119573,0.13358471,1.0527982,1.7414594,2.2803972,1.4602636,2.0547726,1.2085227,1.5756508,1.4892044
NEUROD6,-1.9537742,-0.7566978,-1.4626102,-0.42704535,-0.75445443,-0.5905767,-0.5671846,-0.2048612,0.9998495,0.73681504,0.5321457,-1.5742787,0.30051866,-0.27924222,-1.8283026,-1.1983305,1.1303693,1.339518,1.6890676,1.3925846,1.2235633,1.2890652,1.0057476,-0.024456078
NEUROG1,-1.0306368,-0.5539886,-1.0512666,0.33247736,-0.9254306,-0.7446393,-1.0395886,-1.4385431,1.6135107,1.4672064,0.04078809,-0.6641501,-0.25217286,0.47920093,-0.41918394,-0.075597696,1.6237468,0.49943882,0.529677,0.44104415,-0.37443167,-0.43437627,-1.0509249,-1.0175967
NEUROG2,0.7160905,-0.6658655,-0.89356583,1.0075094,1.182169,0.75177765,0.73089993,0.14581822,0.32687187,0.42911133,-0.9750725,-1.7612463,-1.9294411,0.5513741,0.25090742,0.3758476,0.6384634,-0.1448383,0.6381336,-0.4363194,-0.5387215,-0.642865,-0.59521997,-0.9392912
NEUROG3,0.2330005,-1.5532982,-0.36617532,-0.8155327,0.112002365,0.6192197,0.36330494,-0.106835574,0.6357568,0.78487605,0.8105281,0.910282,0.69995373,0.8462494,-0.16423169,-0.03079969,-0.5090348,-0.6899553,-0.15076117,-0.7340021,-0.93457943,-0.46333897,-0.83463246,-0.008659273
NFAT5,0.458627,-0.96795624,-0.8493199,-0.7292134,1.0764328,1.5885831,1.4827821,0.33377197,-0.10383026,0.2860675,-0.3861039,-1.0212795,-1.0620921,-0.8115803,-0.67269135,-2.0173242,-0.6643188,-0.30165148,0.7050641,1.4240724,1.6255682,1.6890458,0.34481415,-0.26354417
NFATC1,1.7008387,-0.85819215,-2.273189,-0.9006511,-0.9864526,-1.4671407,-1.01657,-2.2576966,0.383817,0.6674941,-1.4446449,-2.0812292,-1.8255175,0.71074504,-2.1285727,-2.3657143,1.0403067,1.5634377,0.93894726,1.7615994,2.4838774,2.2575638,2.5680914,2.7225232
NFATC2,0.35332084,-1.1849511,-2.5203469,-0.66720873,-0.31012553,-0.35510853,-0.5869809,-0.8826268,1.2211725,0.40380275,-1.3448842,-1.4408635,-1.980802,-0.061524343,-0.39098817,-0.56415755,0.8997635,0.68997526,0.3639666,2.1869788,0.754091,0.8358162,1.0468266,1.7600827
NFATC3,1.0489122,0.1670937,0.8708386,2.6657927,1.2744027,1.6061512,1.5079372,0.52381897,-0.5230382,-0.5966645,-0.3926957,-0.85874224,-2.3819687,-0.09295358,-1.4621441,-1.5400374,1.3199255,-0.12729377,-1.3896632,-1.7669135,-1.473816,-1.1740983,-0.9314637,1.1118894
NFATC4,-1.4289165,-1.2886213,-0.4478119,1.0173229,1.1682473,0.97918373,-0.628708,-0.5352144,1.5077164,0.9470989,-1.8020316,-1.6947064,-1.6677338,-1.1034877,-1.695892,-0.5211813,0.5642989,0.45091978,0.47488183,-0.6991025,0.1974934,0.3032302,-0.20213984,1.1650285
NFE2,-0.82016647,0.38642725,0.8110621,-0.61742157,2.598339,3.7872002,3.648489,4.114792,-2.4497628,-2.295039,0.5981681,-0.69103044,-0.06573625,-0.55854267,-0.4879825,0.2748811,-1.8583593,0.3880338,1.5279844,-0.08708792,0.6129178,0.60493344,-0.26577213,-0.30386195
NFE2L1,-1.9479973,0.3640121,-1.0388756,-0.86090785,-0.9144663,0.6000661,-0.82892466,0.9189617,0.26394603,0.16358463,-0.8730627,-0.36126757,-0.23202884,0.74563336,1.2289673,0.65021294,-0.36082736,-0.1286066,0.5943327,1.1130209,1.185706,0.94326353,0.40201205,-0.38274154
NFE2L2,0.88919425,0.79402846,-1.8390518,-2.1551993,-0.6411393,1.300258,0.6077943,2.4014559,-0.43068567,-0.5112187,-0.16101997,0.7009768,-1.2269439,-1.2401025,-0.68986195,0.20413817,-0.8347631,0.5540688,0.012991336,-0.0013205529,0.5789166,1.0623051,0.6797655,1.5453107
NFE2L3,-0.6095292,0.99193853,0.8070615,0.51750416,-0.6190836,-0.093576714,-1.6496426,0.2928862,0.24108367,0.39585686,-1.7659109,-1.016497,-0.8051456,-0.8832406,0.62316597,-0.8182522,1.1955247,0.37476814,0.3699494,0.017180905,0.49506795,0.14079624,0.014139969,-0.47571832
NFIA,0.5860165,0.6860497,0.19505683,0.73273444,1.953241,1.4857492,1.3861026,1.856079,0.10566463,-0.11199243,1.0215873,-0.4436407,-0.86122644,-0.8820498,-1.1106386,-0.5643247,0.10227321,-0.02060035,-0.57785845,-1.8467613,-0.7470234,-1.6872159,-1.871702,-0.9844508
NFIB,-1.615404,-1.4781322,-0.36164272,0.9627961,1.3698568,1.336601,0.5492428,0.020281851,0.528732,0.3554089,-0.21257208,0.27656218,-1.1218485,-0.62935454,0.19429518,0.06510821,0.6715399,1.4202844,-0.13385278,-0.08477557,-0.74813795,-0.43306965,-0.9467879,-1.1564909
NFIC,1.1798713,-0.28193977,-0.9423146,2.035277,0.38907275,0.758143,0.3174653,1.4614145,1.2527499,0.62396467,-1.4243343,-1.2987294,-0.21497901,1.6627254,-2.103556,-1.459502,1.4398311,0.17199259,-1.0242426,-1.2345616,-0.74138016,-1.0383128,-1.2515212,-2.0677128
NFIL3,-1.3839179,0.8369789,1.1323234,2.0634668,0.5408077,-0.014622788,-0.40575927,-0.38784388,0.15235215,-0.1626981,-0.72746766,0.12825923,0.16304216,1.143744,0.3575611,0.0645083,1.0874016,-0.26377538,0.30814892,-0.19731887,-0.2779454,-0.049570292,-1.3721181,-2.9214487
NFIX,-1.751967,-1.8427674,1.2521302,1.9952505,1.0114961,1.0996866,0.8934416,-0.9816722,2.3187556,2.1607788,-0.25882426,-0.17751724,-0.6710257,-0.35486704,-0.3630348,-0.13491437,1.993773,-1.0958706,-2.4668736,-2.066705,-2.588781,-2.3966208,-3.1981077,-1.9736547
NFKB,2.997264,0.8168212,-3.913576,-0.81241816,-2.3763947,-0.94522655,-0.90200984,-0.34382686,-1.0520812,-0.8172549,-1.236586,-1.5114337,-1.29288,0.028348789,-2.3439672,-1.2514952,1.7049408,2.3889043,1.9771345,2.3703642,2.8861637,2.350798,2.7203462,2.4765725
NFKB1,2.492541,0.2250038,-2.7081914,-1.7441342,-1.934476,-2.426205,-1.6834377,-0.37809104,-0.88062197,-0.19627401,-0.76268554,-0.93752784,-0.1871441,-0.85448754,-1.467969,-0.31124333,0.6983219,1.2532653,2.2250843,2.0390434,3.1376824,1.7393783,2.5486853,3.011358
NFKB2,-1.040745,-0.46353906,-1.1498855,0.9052163,0.13813858,0.42626536,0.49128813,0.75567657,-0.73860943,-1.179573,-1.4923695,-1.0221007,-2.575709,-1.1573739,-0.49483135,1.4516891,1.8715403,1.6348503,1.1959265,1.6338758,0.29680687,0.20940761,0.72737074,1.6822679
NFKBIB,0.7505375,0.5248651,0.28349188,-0.019333871,1.0989863,0.7744573,0.19343191,1.6611704,-1.5798167,-2.0113735,-0.8823303,0.013699402,0.95712453,0.25192338,1.2004207,1.1884398,-0.2606892,-1.7496614,1.4959592,1.408308,-0.009958296,0.20960046,0.48593044,-0.037726443
NFKBIE,-1.5773109,-0.8911241,-0.67846185,-0.22510457,-1.6856805,-1.3580737,-0.86631554,-1.2728531,-0.17959727,0.528726,0.45394495,-0.46219742,-0.23206705,1.223934,0.38347054,1.1609136,1.4443729,3.1292448,0.78852063,-0.7940767,0.6889324,0.590013,0.6260696,0.27731177
NFKBIZ,2.7849195,-1.3261302,-0.81878567,-0.55800366,-1.3211378,-0.24243173,-0.8405011,-1.4412154,0.20655228,0.69352275,-0.6872543,-0.959882,-0.87950945,-0.6137687,-0.5881728,-0.31236398,0.3917794,0.6467319,-0.12972538,1.2754347,1.0446289,0.013958655,1.2004776,0.93496865
NFX1,-0.18378916,-1.3061626,-0.29465696,-0.3746959,-0.28369415,0.2778273,0.1981891,0.6722036,-0.94917893,-1.053085,0.5160119,0.44523296,0.58636373,-0.3672603,0.980496,-0.18514077,-0.40977603,0.2506388,0.6866564,2.464751,1.0762204,0.92681146,0.87560135,0.64390284
NFYA,1.9967735,0.47745094,-1.1419963,-2.2871609,-2.1316366,-1.3581486,-1.516444,-0.91598576,-1.8582805,-1.6324353,0.14807998,0.1269414,0.017666709,1.6057292,0.5781718,0.0035306632,-0.12306427,2.184528,1.7295178,1.996416,2.6313763,3.0831084,2.484093,2.1035254
NFYB,-0.17547524,0.18418193,-0.5216236,-0.95699227,-0.75925004,0.57020265,0.3186545,0.6244,-1.7178905,-1.5646262,-0.21320824,-1.0178512,-0.888738,0.48871464,0.35949695,0.8148796,0.6002001,1.7704475,1.3607042,1.486351,1.3027658,1.8914189,1.6028224,1.0803028
NFYC,-0.91619045,-0.18446727,-0.4659811,-1.3598521,-1.134466,0.43453252,0.1640135,0.5538498,-0.9659247,-0.8244592,-0.2316685,-1.0582122,-1.0799487,0.5291223,0.3020642,0.22861639,0.5996932,1.0850999,1.0148313,1.5233592,1.549728,2.0167146,1.6420611,1.1158454
NHLH1,1.1142459,1.3655156,0.63161945,0.37986916,0.6547427,1.0360687,0.24184516,0.45973647,-0.837662,-0.15355644,1.0335568,-0.60107964,2.2511191,-0.76109326,-2.1862264,-0.42958596,-0.6226596,-1.124367,0.4612876,-1.886898,0.08338199,-1.0930655,-0.54354763,0.6776782
NHLH2,-0.3925123,0.9957965,2.167633,0.52929723,0.8691659,0.95003223,0.59413,-0.78003365,-0.83783174,-0.5215084,2.0043395,1.1552387,2.5745773,-0.39746606,-0.120785326,-0.34649473,-1.402257,-0.5548349,0.010749244,-1.1567638,-0.14535888,-0.037744682,-0.71365803,-1.8645259
NKRF,1.7187715,1.1811166,-0.025090937,-0.28488573,1.0263288,0.95997876,1.3831004,1.2413197,1.6009961,0.902651,-0.39545283,-0.03888757,-0.06394613,-1.7138536,-1.8366778,-2.1274693,-0.44996512,-2.637576,-1.3603098,-0.20613235,-1.2361959,-1.4106538,-1.3975185,-0.84101266
NKX2-1,-0.9263502,-1.8756878,-1.6159,-0.5918058,-1.5413295,-0.36044484,-0.77492875,0.901895,-0.73504,-1.1877234,-0.06931994,0.664616,-0.12618811,0.32591328,0.5925596,1.2968192,1.3308407,1.4559029,1.8546058,2.7093995,1.4405595,1.4793781,1.4089743,0.4455616
NKX2-2,-1.3730516,-2.0248306,-2.083032,0.0023748064,-0.18963845,0.8147444,-0.3429228,-0.15184495,0.008151472,-0.32979926,-0.2971985,0.7607388,-0.6403928,0.25932053,0.87346065,1.2776785,1.2932663,0.3449279,-0.06543528,-0.086244896,-0.33919317,0.46775854,1.1972508,1.4992115
NKX2-3,5.051173,-0.035261687,-0.08311632,-0.25360468,-0.15828408,-0.18800466,-0.19316964,-0.15576553,-0.2852726,-0.29439542,-0.22703408,-0.33108702,-0.25033873,-0.44594473,-0.46090522,-0.46015427,-0.30768338,-0.3842176,-0.17207885,-0.20916058,-0.17712681,-0.17498009,-0.0011620278,-0.102373965
NKX2-5,0.04711153,-0.8981803,-2.9303498,0.61681056,-0.45303324,0.18921706,1.2657282,0.0005348348,0.89096254,0.8284446,-0.4325321,-1.2537804,-1.7130325,-1.1247381,-0.49408236,-0.76466364,2.5844061,1.3476835,0.12243139,0.091604084,0.15575287,-0.13788855,-0.10031609,-0.57201725
NKX2-6,-1.0538993,1.1706148,0.71287984,-0.73202145,-0.23790161,0.16864435,-0.21605882,0.34847727,0.4328863,-0.21878551,2.5442362,1.5361848,1.2954162,0.9740332,0.2643061,-0.3606314,-0.6810415,-0.3316133,-0.5982828,-0.5761222,-1.2077051,-0.62308955,-1.0923984,-0.9197785
NKX2-8,-0.7755065,-1.3451872,-0.5270993,0.35532764,0.22500238,0.2154152,-0.24415608,-0.6409731,-0.77888477,-0.6623554,0.5558809,3.0029235,1.0356548,3.4816172,0.9562041,1.3683386,-0.49282512,0.69935435,-0.76441896,-0.62270725,-1.237222,-0.94825554,-0.42507467,0.6894519
NKX3-1,0.89597595,0.42905694,-0.80754536,1.0026687,0.49760056,-0.008489384,-0.5457277,-1.1312308,0.7575272,0.31044886,-2.1116,0.011974116,-2.3976138,-0.34325492,0.42439082,0.9095947,0.718549,0.39877626,-0.9727417,-1.2798811,-1.7274776,-1.42462,-0.0770195,1.2768706
NKX6-1,-0.33838937,1.921935,1.0584258,1.0710294,0.8543488,-0.7125408,-0.7146884,-0.17398268,-1.9671323,-2.0276694,0.02071495,-0.5940312,3.6233687,3.1163058,0.25238416,0.58422655,0.052963026,-0.027306644,0.25860628,0.071809135,0.41437894,0.6961215,-0.17474169,-0.11929723
NKX6-2,-0.46887624,-0.3901951,-0.24501035,-0.6026502,-0.5994009,-0.3586512,-0.26255137,0.15800998,1.0802869,1.3904883,0.61959463,0.83413446,0.6571441,0.048333935,-0.13905574,-0.5588217,-0.19866301,-0.36897048,-1.0485966,-0.83962744,-0.8664612,-0.521315,-0.5255805,-0.48898676
NKX6-3,3.0853813,1.3981051,0.06350027,-0.14212409,-0.9720137,-0.9171222,-0.49475908,-0.29069668,-0.49595097,-0.63250196,0.079683706,-0.4792449,-0.16943602,-0.0011606354,-1.067219,-0.7969969,-0.2504577,0.20872782,0.22816032,0.018344432,-0.69107926,-0.10661715,1.0770563,1.5700849
NME2,-0.51824033,-1.3761259,-0.21480866,1.0220443,0.6685696,1.8052309,2.3153384,1.9735612,0.7809161,0.09810062,-1.0554686,-1.2239461,-2.6442974,-1.70527,-0.9073187,-0.35362488,0.9460825,-0.0014936082,-0.62376964,-0.843925,-1.0796078,-0.7039792,0.12658828,0.2603657
NONO,-0.735399,-0.21799059,-0.91496694,0.18348013,-1.326679,-0.73739827,-1.3150032,-1.1756572,0.07263969,0.001636164,-0.059206013,1.0327679,-1.385485,-0.17828736,0.6028513,2.2624114,1.3741747,0.78507054,1.7913079,-0.07597357,1.100328,-0.44679224,-0.40812108,-0.13040239
NOTCH1,1.2126179,-2.7351198,-1.2069211,-0.64505386,-0.14445502,0.110135935,0.5763178,0.9164363,-0.009421215,-0.7111887,0.19511086,-2.01783,0.13192447,-0.8558182,-2.097156,-0.54622847,0.9650388,0.24882588,2.1282408,2.2942433,1.5373086,2.4149494,1.5484807,0.6672491
NOTO,1.1035101,-1.4966096,-1.4598681,1.0359416,-0.5508527,-0.2728025,-0.52915573,-0.21335901,0.38385537,0.503043,-1.9780141,-1.671371,-1.5057039,-1.6642244,-0.49179065,0.07605743,1.5389036,0.5787027,1.322264,0.3714506,0.8123213,1.3327847,0.48986053,0.34891346
NPAS1,0.12500067,0.5630803,0.7246463,-0.7879064,0.29820234,0.88617563,0.89659977,1.0383275,-1.3209757,-0.68773705,2.3351655,-0.7461712,1.8896028,1.0196377,-0.043430153,-0.2407074,-0.80908936,-0.1087012,0.49043733,-0.16525228,0.46153018,-0.03717877,0.07098165,-0.8080452
NPAS2,0.33817917,0.811697,-0.8317685,0.12762313,1.5202161,2.3535943,3.2684717,1.5818343,0.86341953,0.57594436,-0.0064602625,-1.6020932,-0.3986321,-2.0149791,-1.3484739,-1.3245964,-0.11354446,0.6240979,-1.1878543,-1.4779601,-2.0785847,-1.1821674,-1.1530336,-0.9506409
NPAS3,-0.62439525,1.4466472,2.4605658,1.701934,1.5484447,1.6529374,1.7209513,1.15762,-0.6897298,-0.8425532,0.001412325,-0.79749566,-0.39836642,-0.44999388,-1.1005696,-1.110483,-0.2751924,-0.41413632,-0.56329364,-0.67484915,-0.979064,-0.8768403,-0.9763891,-0.70215243
NPAS4,-0.9950897,-0.8587172,0.62167335,1.657972,1.7279904,0.91163903,0.751176,0.6544688,-0.6084131,-0.917426,0.5613457,1.7547802,-0.22923318,0.77400917,0.81668144,0.64066344,0.19886681,-0.1760394,-0.80528533,-1.0288436,-0.6776802,-1.3619602,-0.8627979,-0.901575
NPM1,0.58216727,-1.2882615,-1.7201295,-0.86608785,-0.6391502,-0.077342935,-1.0199431,-0.6286369,0.463331,0.4476282,-1.0308975,-1.0278614,-1.8821744,-1.9652475,-1.0975854,-0.7915343,0.63745743,2.410157,1.7861543,1.2934217,1.784354,1.8718605,1.8855805,0.7758904
